Scenario,Test_Stream,Model,Batch_Idx,F1-Score
S4_Stream,CORES,M2_XGBoost,364,0.6985391766268261
S4_Stream,CORES,M3_IsolationForest,364,0.6893840104849279
S4_Stream,CORES,M1_LogisticRegression,365,0.7309644670050761
S4_Stream,CORES,M2_XGBoost,365,0.7420814479638009
S4_Stream,CORES,M3_IsolationForest,365,0.7309644670050761
S4_Stream,CORES,M1_LogisticRegression,366,0.6859395532194481
S4_Stream,CORES,M2_XGBoost,366,0.696
S4_Stream,CORES,M3_IsolationForest,366,0.6859395532194481
S4_Stream,CORES,M1_LogisticRegression,367,0.7096774193548387
S4_Stream,CORES,M2_XGBoost,367,0.7210526315789474
S4_Stream,CORES,M3_IsolationForest,367,0.7096774193548387
S4_Stream,CORES,M1_LogisticRegression,368,0.7055016181229773
S4_Stream,CORES,M2_XGBoost,368,0.7106130520764667
S4_Stream,CORES,M3_IsolationForest,368,0.7055016181229773
S4_Stream,CORES,M1_LogisticRegression,369,0.7029831387808041
S4_Stream,CORES,M2_XGBoost,369,0.7105263157894737
S4_Stream,CORES,M3_IsolationForest,369,0.7029831387808041
S4_Stream,CORES,M1_LogisticRegression,370,0.6910994764397905
S4_Stream,CORES,M2_XGBoost,370,0.7088096839273705
S4_Stream,CORES,M3_IsolationForest,370,0.6910994764397905
S4_Stream,CORES,M1_LogisticRegression,371,0.7046632124352331
S4_Stream,CORES,M2_XGBoost,371,0.7181518151815182
S4_Stream,CORES,M3_IsolationForest,371,0.7046632124352331
S4_Stream,CORES,M1_LogisticRegression,372,0.6885245901639344
S4_Stream,CORES,M2_XGBoost,372,0.6969292389853138
S4_Stream,CORES,M3_IsolationForest,372,0.6885245901639344
S4_Stream,CORES,M1_LogisticRegression,373,0.7333755541481951
S4_Stream,CORES,M2_XGBoost,373,0.7429305912596401
S4_Stream,CORES,M3_IsolationForest,373,0.7333755541481951
S4_Stream,CORES,M1_LogisticRegression,374,0.7029831387808041
S4_Stream,CORES,M2_XGBoost,374,0.714663143989432
S4_Stream,CORES,M3_IsolationForest,374,0.7029831387808041
S4_Stream,CORES,M1_LogisticRegression,375,0.7357774968394437
S4_Stream,CORES,M2_XGBoost,375,0.7429667519181585
S4_Stream,CORES,M3_IsolationForest,375,0.7357774968394437
S4_Stream,CORES,M1_LogisticRegression,376,0.7253027405991077
S4_Stream,CORES,M2_XGBoost,376,0.7355425601039636
S4_Stream,CORES,M3_IsolationForest,376,0.7253027405991077
S4_Stream,CORES,M1_LogisticRegression,377,0.6996098829648895
S4_Stream,CORES,M2_XGBoost,377,0.708994708994709
S4_Stream,CORES,M3_IsolationForest,377,0.6996098829648895
S4_Stream,CORES,M1_LogisticRegression,378,0.7071751777634131
S4_Stream,CORES,M2_XGBoost,378,0.7144736842105263
S4_Stream,CORES,M3_IsolationForest,378,0.7071751777634131
S4_Stream,CORES,M1_LogisticRegression,379,0.7080103359173127
S4_Stream,CORES,M2_XGBoost,379,0.7168083714846305
S4_Stream,CORES,M3_IsolationForest,379,0.7080103359173127
S4_Stream,CORES,M1_LogisticRegression,380,0.71216999356085
S4_Stream,CORES,M2_XGBoost,380,0.7272727272727273
S4_Stream,CORES,M3_IsolationForest,380,0.71216999356085
S4_Stream,CORES,M1_LogisticRegression,381,0.7220447284345048
S4_Stream,CORES,M2_XGBoost,381,0.7310434219053791
S4_Stream,CORES,M3_IsolationForest,381,0.7220447284345048
S4_Stream,CORES,M1_LogisticRegression,382,0.7195902688860435
S4_Stream,CORES,M2_XGBoost,382,0.7258587167854829
S4_Stream,CORES,M3_IsolationForest,382,0.7195902688860435
S4_Stream,CORES,M1_LogisticRegression,383,0.6798679867986799
S4_Stream,CORES,M2_XGBoost,383,0.6947654656696125
S4_Stream,CORES,M3_IsolationForest,383,0.6798679867986799
S4_Stream,CORES,M1_LogisticRegression,384,0.695368558382257
S4_Stream,CORES,M2_XGBoost,384,0.7041694242223693
S4_Stream,CORES,M3_IsolationForest,384,0.695368558382257
S4_Stream,CORES,M1_LogisticRegression,385,0.6945169712793734
S4_Stream,CORES,M2_XGBoost,385,0.7060384870603849
S4_Stream,CORES,M3_IsolationForest,385,0.6945169712793734
S4_Stream,CORES,M1_LogisticRegression,386,0.7309644670050761
S4_Stream,CORES,M2_XGBoost,386,0.7398843930635838
S4_Stream,CORES,M3_IsolationForest,386,0.7309644670050761
S4_Stream,CORES,M1_LogisticRegression,387,0.7154784842646115
S4_Stream,CORES,M2_XGBoost,387,0.7221860767729343
S4_Stream,CORES,M3_IsolationForest,387,0.7154784842646115
S4_Stream,CORES,M1_LogisticRegression,388,0.7029831387808041
S4_Stream,CORES,M2_XGBoost,388,0.7113740959894806
S4_Stream,CORES,M3_IsolationForest,388,0.7029831387808041
S4_Stream,CORES,M1_LogisticRegression,389,0.700454840805718
S4_Stream,CORES,M2_XGBoost,389,0.7112582781456953
S4_Stream,CORES,M3_IsolationForest,389,0.700454840805718
S4_Stream,CORES,M1_LogisticRegression,390,0.6763732627399074
S4_Stream,CORES,M2_XGBoost,390,0.6859448554135844
S4_Stream,CORES,M3_IsolationForest,390,0.6763732627399074
S4_Stream,CORES,M1_LogisticRegression,391,0.7204094689699296
S4_Stream,CORES,M2_XGBoost,391,0.729747245625405
S4_Stream,CORES,M3_IsolationForest,391,0.7204094689699296
S4_Stream,CORES,M1_LogisticRegression,392,0.6987638256343527
S4_Stream,CORES,M2_XGBoost,392,0.711051930758988
S4_Stream,CORES,M3_IsolationForest,392,0.6987638256343527
S4_Stream,CORES,M1_LogisticRegression,393,0.7063389391979301
S4_Stream,CORES,M2_XGBoost,393,0.7125984251968503
S4_Stream,CORES,M3_IsolationForest,393,0.7063389391979301
S4_Stream,CORES,M1_LogisticRegression,394,0.711340206185567
S4_Stream,CORES,M2_XGBoost,394,0.7207325049051668
S4_Stream,CORES,M3_IsolationForest,394,0.711340206185567
S4_Stream,CORES,M1_LogisticRegression,395,0.7080103359173127
S4_Stream,CORES,M2_XGBoost,395,0.7155003270111184
S4_Stream,CORES,M3_IsolationForest,395,0.7080103359173127
S4_Stream,CORES,M1_LogisticRegression,396,0.7163029525032092
S4_Stream,CORES,M2_XGBoost,396,0.7290575916230366
S4_Stream,CORES,M3_IsolationForest,396,0.7163029525032092
S4_Stream,CORES,M1_LogisticRegression,397,0.7146529562982005
S4_Stream,CORES,M2_XGBoost,397,0.7221860767729343
S4_Stream,CORES,M3_IsolationForest,397,0.7146529562982005
S4_Stream,CORES,M1_LogisticRegression,398,0.6996098829648895
S4_Stream,CORES,M2_XGBoost,398,0.7075907590759076
S4_Stream,CORES,M3_IsolationForest,398,0.6996098829648895
S4_Stream,CORES,M1_LogisticRegression,399,0.7171263630532393
S4_Stream,CORES,M2_XGBoost,399,0.7285807717462394
S4_Stream,CORES,M3_IsolationForest,399,0.7171263630532393
S4_Stream,CORES,M1_LogisticRegression,400,0.6746189529489728
S4_Stream,CORES,M2_XGBoost,400,0.6878808395396073
S4_Stream,CORES,M3_IsolationForest,400,0.6746189529489728
S4_Stream,CORES,M1_LogisticRegression,401,0.7071751777634131
S4_Stream,CORES,M2_XGBoost,401,0.7169069462647444
S4_Stream,CORES,M3_IsolationForest,401,0.7071751777634131
S4_Stream,CORES,M1_LogisticRegression,402,0.7096774193548387
S4_Stream,CORES,M2_XGBoost,402,0.7208387942332897
S4_Stream,CORES,M3_IsolationForest,402,0.7096774193548387
S4_Stream,CORES,M1_LogisticRegression,403,0.7163029525032092
S4_Stream,CORES,M2_XGBoost,403,0.72893533638145
S4_Stream,CORES,M3_IsolationForest,403,0.7163029525032092
S4_Stream,CORES,M1_LogisticRegression,404,0.7038237200259235
S4_Stream,CORES,M2_XGBoost,404,0.7182539682539683
S4_Stream,CORES,M3_IsolationForest,404,0.7038237200259235
S4_Stream,CORES,M1_LogisticRegression,405,0.7055016181229773
S4_Stream,CORES,M2_XGBoost,405,0.7167325428194994
S4_Stream,CORES,M3_IsolationForest,405,0.7055016181229773
S4_Stream,CORES,M1_LogisticRegression,406,0.7021414665801428
S4_Stream,CORES,M2_XGBoost,406,0.7085261070720423
S4_Stream,CORES,M3_IsolationForest,406,0.7021414665801428
S4_Stream,CORES,M1_LogisticRegression,407,0.7389659520807061
S4_Stream,CORES,M2_XGBoost,407,0.7485604606525912
S4_Stream,CORES,M3_IsolationForest,407,0.7389659520807061
S4_Stream,CORES,M1_LogisticRegression,408,0.7146529562982005
S4_Stream,CORES,M2_XGBoost,408,0.7199480181936322
S4_Stream,CORES,M3_IsolationForest,408,0.7146529562982005
S4_Stream,CORES,M1_LogisticRegression,409,0.6868023637557452
S4_Stream,CORES,M2_XGBoost,409,0.699798522498321
S4_Stream,CORES,M3_IsolationForest,409,0.6868023637557452
S4_Stream,CORES,M1_LogisticRegression,410,0.7325728770595691
S4_Stream,CORES,M2_XGBoost,410,0.7417900837089504
S4_Stream,CORES,M3_IsolationForest,410,0.7325728770595691
S4_Stream,CORES,M1_LogisticRegression,411,0.711340206185567
S4_Stream,CORES,M2_XGBoost,411,0.7234600262123198
S4_Stream,CORES,M3_IsolationForest,411,0.711340206185567
S4_Stream,CORES,M1_LogisticRegression,412,0.700454840805718
S4_Stream,CORES,M2_XGBoost,412,0.7119095143047239
S4_Stream,CORES,M3_IsolationForest,412,0.700454840805718
S4_Stream,CORES,M1_LogisticRegression,413,0.6737400530503979
S4_Stream,CORES,M2_XGBoost,413,0.6833898305084746
S4_Stream,CORES,M3_IsolationForest,413,0.6737400530503979
S4_Stream,CORES,M1_LogisticRegression,414,0.727735368956743
S4_Stream,CORES,M2_XGBoost,414,0.7345360824742269
S4_Stream,CORES,M3_IsolationForest,414,0.727735368956743
S4_Stream,CORES,M1_LogisticRegression,415,0.6876640419947506
S4_Stream,CORES,M2_XGBoost,415,0.6941489361702128
S4_Stream,CORES,M3_IsolationForest,415,0.6876640419947506
S4_Stream,CORES,M1_LogisticRegression,416,0.695368558382257
S4_Stream,CORES,M2_XGBoost,416,0.7059602649006622
S4_Stream,CORES,M3_IsolationForest,416,0.695368558382257
S4_Stream,CORES,M1_LogisticRegression,417,0.6962190352020861
S4_Stream,CORES,M2_XGBoost,417,0.7020570670205707
S4_Stream,CORES,M3_IsolationForest,417,0.6962190352020861
S4_Stream,CORES,M1_LogisticRegression,418,0.7212276214833759
S4_Stream,CORES,M2_XGBoost,418,0.7316439246263807
S4_Stream,CORES,M3_IsolationForest,418,0.7212276214833759
S4_Stream,CORES,M1_LogisticRegression,419,0.7333755541481951
S4_Stream,CORES,M2_XGBoost,419,0.7429305912596401
S4_Stream,CORES,M3_IsolationForest,419,0.7333755541481951
S4_Stream,CORES,M1_LogisticRegression,420,0.6987638256343527
S4_Stream,CORES,M2_XGBoost,420,0.7098479841374752
S4_Stream,CORES,M3_IsolationForest,420,0.6987638256343527
S4_Stream,CORES,M1_LogisticRegression,421,0.7012987012987013
S4_Stream,CORES,M2_XGBoost,421,0.7105263157894737
S4_Stream,CORES,M3_IsolationForest,421,0.7012987012987013
S4_Stream,CORES,M1_LogisticRegression,422,0.7038237200259235
S4_Stream,CORES,M2_XGBoost,422,0.7192052980132451
S4_Stream,CORES,M3_IsolationForest,422,0.7038237200259235
S4_Stream,CORES,M1_LogisticRegression,423,0.7055016181229773
S4_Stream,CORES,M2_XGBoost,423,0.7168316831683168
S4_Stream,CORES,M3_IsolationForest,423,0.7055016181229773
S4_Stream,CORES,M1_LogisticRegression,424,0.7063389391979301
S4_Stream,CORES,M2_XGBoost,424,0.7198417930125247
S4_Stream,CORES,M3_IsolationForest,424,0.7063389391979301
S4_Stream,CORES,M1_LogisticRegression,425,0.6754966887417219
S4_Stream,CORES,M2_XGBoost,425,0.6841750841750842
S4_Stream,CORES,M3_IsolationForest,425,0.6754966887417219
S4_Stream,CORES,M1_LogisticRegression,426,0.6824769433465085
S4_Stream,CORES,M2_XGBoost,426,0.6944257891202149
S4_Stream,CORES,M3_IsolationForest,426,0.6824769433465085
S4_Stream,CORES,M1_LogisticRegression,427,0.700454840805718
S4_Stream,CORES,M2_XGBoost,427,0.7088274044795784
S4_Stream,CORES,M3_IsolationForest,427,0.700454840805718
S4_Stream,CORES,M1_LogisticRegression,428,0.6945169712793734
S4_Stream,CORES,M2_XGBoost,428,0.7103678929765886
S4_Stream,CORES,M3_IsolationForest,428,0.6945169712793734
S4_Stream,CORES,M1_LogisticRegression,429,0.7317691819911224
S4_Stream,CORES,M2_XGBoost,429,0.7397435897435898
S4_Stream,CORES,M3_IsolationForest,429,0.7317691819911224
S4_Stream,CORES,M1_LogisticRegression,430,0.6987638256343527
S4_Stream,CORES,M2_XGBoost,430,0.7054930509596293
S4_Stream,CORES,M3_IsolationForest,430,0.6987638256343527
S4_Stream,CORES,M1_LogisticRegression,431,0.6910994764397905
S4_Stream,CORES,M2_XGBoost,431,0.6993377483443709
S4_Stream,CORES,M3_IsolationForest,431,0.6910994764397905
S4_Stream,CORES,M1_LogisticRegression,432,0.7244897959183674
S4_Stream,CORES,M2_XGBoost,432,0.731016731016731
S4_Stream,CORES,M3_IsolationForest,432,0.7244897959183674
S4_Stream,CORES,M1_LogisticRegression,433,0.6902423051735429
S4_Stream,CORES,M2_XGBoost,433,0.699468085106383
S4_Stream,CORES,M3_IsolationForest,433,0.6902423051735429
S4_Stream,CORES,M1_LogisticRegression,434,0.7012987012987013
S4_Stream,CORES,M2_XGBoost,434,0.7075098814229249
S4_Stream,CORES,M3_IsolationForest,434,0.7012987012987013
S4_Stream,CORES,M1_LogisticRegression,435,0.722860791826309
S4_Stream,CORES,M2_XGBoost,435,0.727741935483871
S4_Stream,CORES,M3_IsolationForest,435,0.722860791826309
S4_Stream,CORES,M1_LogisticRegression,436,0.7063389391979301
S4_Stream,CORES,M2_XGBoost,436,0.7118421052631579
S4_Stream,CORES,M3_IsolationForest,436,0.7063389391979301
S4_Stream,CORES,M1_LogisticRegression,437,0.7261146496815286
S4_Stream,CORES,M2_XGBoost,437,0.7318652849740933
S4_Stream,CORES,M3_IsolationForest,437,0.7261146496815286
S4_Stream,CORES,M1_LogisticRegression,438,0.7138263665594855
S4_Stream,CORES,M2_XGBoost,438,0.7259646827992152
S4_Stream,CORES,M3_IsolationForest,438,0.7138263665594855
S4_Stream,CORES,M1_LogisticRegression,439,0.6666666666666666
S4_Stream,CORES,M2_XGBoost,439,0.6775288526816021
S4_Stream,CORES,M3_IsolationForest,439,0.6666666666666666
S4_Stream,CORES,M1_LogisticRegression,440,0.695368558382257
S4_Stream,CORES,M2_XGBoost,440,0.7121820615796519
S4_Stream,CORES,M3_IsolationForest,440,0.695368558382257
S4_Stream,CORES,M1_LogisticRegression,441,0.6710963455149501
S4_Stream,CORES,M2_XGBoost,441,0.6847826086956522
S4_Stream,CORES,M3_IsolationForest,441,0.6710963455149501
S4_Stream,CORES,M1_LogisticRegression,442,0.6919555264879006
S4_Stream,CORES,M2_XGBoost,442,0.7063545150501672
S4_Stream,CORES,M3_IsolationForest,442,0.6919555264879006
S4_Stream,CORES,M1_LogisticRegression,443,0.7071751777634131
S4_Stream,CORES,M2_XGBoost,443,0.7162606978275181
S4_Stream,CORES,M3_IsolationForest,443,0.7071751777634131
S4_Stream,CORES,M1_LogisticRegression,444,0.7021414665801428
S4_Stream,CORES,M2_XGBoost,444,0.7132498352010547
S4_Stream,CORES,M3_IsolationForest,444,0.7021414665801428
S4_Stream,CORES,M1_LogisticRegression,445,0.7204094689699296
S4_Stream,CORES,M2_XGBoost,445,0.7321196358907672
S4_Stream,CORES,M3_IsolationForest,445,0.7204094689699296
S4_Stream,CORES,M1_LogisticRegression,446,0.6945169712793734
S4_Stream,CORES,M2_XGBoost,446,0.7121820615796519
S4_Stream,CORES,M3_IsolationForest,446,0.6945169712793734
S4_Stream,CORES,M1_LogisticRegression,447,0.6885245901639344
S4_Stream,CORES,M2_XGBoost,447,0.6977363515312917
S4_Stream,CORES,M3_IsolationForest,447,0.6885245901639344
S4_Stream,CORES,M1_LogisticRegression,448,0.6876640419947506
S4_Stream,CORES,M2_XGBoost,448,0.69826435246996
S4_Stream,CORES,M3_IsolationForest,448,0.6876640419947506
S4_Stream,CORES,M1_LogisticRegression,449,0.700454840805718
S4_Stream,CORES,M2_XGBoost,449,0.7127659574468085
S4_Stream,CORES,M3_IsolationForest,449,0.700454840805718
S4_Stream,CORES,M1_LogisticRegression,450,0.6919555264879006
S4_Stream,CORES,M2_XGBoost,450,0.7034574468085106
S4_Stream,CORES,M3_IsolationForest,450,0.6919555264879006
S4_Stream,CORES,M1_LogisticRegression,451,0.6850756081525312
S4_Stream,CORES,M2_XGBoost,451,0.6937958639092728
S4_Stream,CORES,M3_IsolationForest,451,0.6850756081525312
S4_Stream,CORES,M1_LogisticRegression,452,0.7163029525032092
S4_Stream,CORES,M2_XGBoost,452,0.7282252783235101
S4_Stream,CORES,M3_IsolationForest,452,0.7163029525032092
S4_Stream,CORES,M1_LogisticRegression,453,0.7063389391979301
S4_Stream,CORES,M2_XGBoost,453,0.7176781002638523
S4_Stream,CORES,M3_IsolationForest,453,0.7063389391979301
S4_Stream,CORES,M1_LogisticRegression,454,0.7029831387808041
S4_Stream,CORES,M2_XGBoost,454,0.7119314436387607
S4_Stream,CORES,M3_IsolationForest,454,0.7029831387808041
S4_Stream,CORES,M1_LogisticRegression,455,0.7138263665594855
S4_Stream,CORES,M2_XGBoost,455,0.7237099934683213
S4_Stream,CORES,M3_IsolationForest,455,0.7138263665594855
S4_Stream,CORES,M1_LogisticRegression,456,0.71216999356085
S4_Stream,CORES,M2_XGBoost,456,0.7209908735332464
S4_Stream,CORES,M3_IsolationForest,456,0.71216999356085
S4_Stream,CORES,M1_LogisticRegression,457,0.700454840805718
S4_Stream,CORES,M2_XGBoost,457,0.7106130520764667
S4_Stream,CORES,M3_IsolationForest,457,0.700454840805718
S4_Stream,CORES,M1_LogisticRegression,458,0.6970684039087948
S4_Stream,CORES,M2_XGBoost,458,0.7072847682119205
S4_Stream,CORES,M3_IsolationForest,458,0.6970684039087948
S4_Stream,CORES,M1_LogisticRegression,459,0.7021414665801428
S4_Stream,CORES,M2_XGBoost,459,0.7162790697674418
S4_Stream,CORES,M3_IsolationForest,459,0.7021414665801428
S4_Stream,CORES,M1_LogisticRegression,460,0.7046632124352331
S4_Stream,CORES,M2_XGBoost,460,0.7123107307439105
S4_Stream,CORES,M3_IsolationForest,460,0.7046632124352331
S4_Stream,CORES,M1_LogisticRegression,461,0.7204094689699296
S4_Stream,CORES,M2_XGBoost,461,0.7291666666666666
S4_Stream,CORES,M3_IsolationForest,461,0.7204094689699296
S4_Stream,CORES,M1_LogisticRegression,462,0.6622073578595318
S4_Stream,CORES,M2_XGBoost,462,0.6684745762711864
S4_Stream,CORES,M3_IsolationForest,462,0.6622073578595318
S4_Stream,CORES,M1_LogisticRegression,463,0.700454840805718
S4_Stream,CORES,M2_XGBoost,463,0.7117296222664016
S4_Stream,CORES,M3_IsolationForest,463,0.700454840805718
S4_Stream,CORES,M1_LogisticRegression,464,0.7055016181229773
S4_Stream,CORES,M2_XGBoost,464,0.7115761935905821
S4_Stream,CORES,M3_IsolationForest,464,0.7055016181229773
S4_Stream,CORES,M1_LogisticRegression,465,0.7138263665594855
S4_Stream,CORES,M2_XGBoost,465,0.7213541666666666
S4_Stream,CORES,M3_IsolationForest,465,0.7138263665594855
S4_Stream,CORES,M1_LogisticRegression,466,0.7055016181229773
S4_Stream,CORES,M2_XGBoost,466,0.7101827676240209
S4_Stream,CORES,M3_IsolationForest,466,0.7055016181229773
S4_Stream,CORES,M1_LogisticRegression,467,0.7071751777634131
S4_Stream,CORES,M2_XGBoost,467,0.7150326797385621
S4_Stream,CORES,M3_IsolationForest,467,0.7071751777634131
S4_Stream,CORES,M1_LogisticRegression,468,0.6970684039087948
S4_Stream,CORES,M2_XGBoost,468,0.7090788601722995
S4_Stream,CORES,M3_IsolationForest,468,0.6970684039087948
S4_Stream,CORES,M1_LogisticRegression,469,0.7029831387808041
S4_Stream,CORES,M2_XGBoost,469,0.7099737532808399
S4_Stream,CORES,M3_IsolationForest,469,0.7029831387808041
S4_Stream,CORES,M1_LogisticRegression,470,0.7212276214833759
S4_Stream,CORES,M2_XGBoost,470,0.7301173402868318
S4_Stream,CORES,M3_IsolationForest,470,0.7212276214833759
S4_Stream,CORES,M1_LogisticRegression,471,0.7096774193548387
S4_Stream,CORES,M2_XGBoost,471,0.7182175622542595
S4_Stream,CORES,M3_IsolationForest,471,0.7096774193548387
S4_Stream,CORES,M1_LogisticRegression,472,0.7236758136566688
S4_Stream,CORES,M2_XGBoost,472,0.7374592833876221
S4_Stream,CORES,M3_IsolationForest,472,0.7236758136566688
S4_Stream,CORES,M1_LogisticRegression,473,0.6902423051735429
S4_Stream,CORES,M2_XGBoost,473,0.698201199200533
S4_Stream,CORES,M3_IsolationForest,473,0.6902423051735429
S4_Stream,CORES,M1_LogisticRegression,474,0.6936642717178315
S4_Stream,CORES,M2_XGBoost,474,0.7043189368770764
S4_Stream,CORES,M3_IsolationForest,474,0.6936642717178315
S4_Stream,CORES,M1_LogisticRegression,475,0.6754966887417219
S4_Stream,CORES,M2_XGBoost,475,0.6883468834688347
S4_Stream,CORES,M3_IsolationForest,475,0.6754966887417219
S4_Stream,CORES,M1_LogisticRegression,476,0.71216999356085
S4_Stream,CORES,M2_XGBoost,476,0.7244094488188977
S4_Stream,CORES,M3_IsolationForest,476,0.71216999356085
S4_Stream,CORES,M1_LogisticRegression,477,0.6702127659574468
S4_Stream,CORES,M2_XGBoost,477,0.6824966078697422
S4_Stream,CORES,M3_IsolationForest,477,0.6702127659574468
S4_Stream,CORES,M1_LogisticRegression,478,0.6987638256343527
S4_Stream,CORES,M2_XGBoost,478,0.7075907590759076
S4_Stream,CORES,M3_IsolationForest,478,0.6987638256343527
S4_Stream,CORES,M1_LogisticRegression,479,0.6928104575163399
S4_Stream,CORES,M2_XGBoost,479,0.7019867549668874
S4_Stream,CORES,M3_IsolationForest,479,0.6928104575163399
S4_Stream,CORES,M1_LogisticRegression,480,0.7063389391979301
S4_Stream,CORES,M2_XGBoost,480,0.7171052631578947
S4_Stream,CORES,M3_IsolationForest,480,0.7063389391979301
S4_Stream,CORES,M1_LogisticRegression,481,0.7055016181229773
S4_Stream,CORES,M2_XGBoost,481,0.7187293183322303
S4_Stream,CORES,M3_IsolationForest,481,0.7055016181229773
S4_Stream,CORES,M1_LogisticRegression,482,0.7080103359173127
S4_Stream,CORES,M2_XGBoost,482,0.7197368421052631
S4_Stream,CORES,M3_IsolationForest,482,0.7080103359173127
S4_Stream,CORES,M1_LogisticRegression,483,0.7138263665594855
S4_Stream,CORES,M2_XGBoost,483,0.7218241042345277
S4_Stream,CORES,M3_IsolationForest,483,0.7138263665594855
S4_Stream,CORES,M1_LogisticRegression,484,0.6816084377059987
S4_Stream,CORES,M2_XGBoost,484,0.6921529175050302
S4_Stream,CORES,M3_IsolationForest,484,0.6816084377059987
S4_Stream,CORES,M1_LogisticRegression,485,0.6885245901639344
S4_Stream,CORES,M2_XGBoost,485,0.7004669779853235
S4_Stream,CORES,M3_IsolationForest,485,0.6885245901639344
S4_Stream,CORES,M1_LogisticRegression,486,0.6798679867986799
S4_Stream,CORES,M2_XGBoost,486,0.6866666666666666
S4_Stream,CORES,M3_IsolationForest,486,0.6798679867986799
S4_Stream,CORES,M1_LogisticRegression,487,0.712998712998713
S4_Stream,CORES,M2_XGBoost,487,0.722875816993464
S4_Stream,CORES,M3_IsolationForest,487,0.712998712998713
S4_Stream,CORES,M1_LogisticRegression,488,0.7096774193548387
S4_Stream,CORES,M2_XGBoost,488,0.7203667321545514
S4_Stream,CORES,M3_IsolationForest,488,0.7096774193548387
S4_Stream,CORES,M1_LogisticRegression,489,0.6979166666666666
S4_Stream,CORES,M2_XGBoost,489,0.7048748353096179
S4_Stream,CORES,M3_IsolationForest,489,0.6979166666666666
S4_Stream,CORES,M1_LogisticRegression,490,0.6987638256343527
S4_Stream,CORES,M2_XGBoost,490,0.7072042300066094
S4_Stream,CORES,M3_IsolationForest,490,0.6987638256343527
S4_Stream,CORES,M1_LogisticRegression,491,0.6754966887417219
S4_Stream,CORES,M2_XGBoost,491,0.6850235057085292
S4_Stream,CORES,M3_IsolationForest,491,0.6754966887417219
S4_Stream,CORES,M1_LogisticRegression,492,0.7071751777634131
S4_Stream,CORES,M2_XGBoost,492,0.7146596858638743
S4_Stream,CORES,M3_IsolationForest,492,0.7071751777634131
S4_Stream,CORES,M1_LogisticRegression,493,0.7309644670050761
S4_Stream,CORES,M2_XGBoost,493,0.7398843930635838
S4_Stream,CORES,M3_IsolationForest,493,0.7309644670050761
S4_Stream,CORES,M1_LogisticRegression,494,0.7204094689699296
S4_Stream,CORES,M2_XGBoost,494,0.7288025889967638
S4_Stream,CORES,M3_IsolationForest,494,0.7204094689699296
S4_Stream,CORES,M1_LogisticRegression,495,0.6763732627399074
S4_Stream,CORES,M2_XGBoost,495,0.6854460093896714
S4_Stream,CORES,M3_IsolationForest,495,0.6763732627399074
S4_Stream,CORES,M1_LogisticRegression,496,0.7146529562982005
S4_Stream,CORES,M2_XGBoost,496,0.72265625
S4_Stream,CORES,M3_IsolationForest,496,0.7146529562982005
S4_Stream,CORES,M1_LogisticRegression,497,0.6893840104849279
S4_Stream,CORES,M2_XGBoost,497,0.6980756469807564
S4_Stream,CORES,M3_IsolationForest,497,0.6893840104849279
S4_Stream,CORES,M1_LogisticRegression,498,0.6962190352020861
S4_Stream,CORES,M2_XGBoost,498,0.702774108322325
S4_Stream,CORES,M3_IsolationForest,498,0.6962190352020861
S4_Stream,CORES,M1_LogisticRegression,499,0.7096774193548387
S4_Stream,CORES,M2_XGBoost,499,0.7201051248357424
S4_Stream,CORES,M3_IsolationForest,499,0.7096774193548387
S4_Stream,NETFLOW,M1_LogisticRegression,0,0.6048171275646744
S4_Stream,NETFLOW,M2_XGBoost,0,0.35856573705179284
S4_Stream,NETFLOW,M3_IsolationForest,0,0.6987638256343527
S4_Stream,NETFLOW,M1_LogisticRegression,1,0.608
S4_Stream,NETFLOW,M2_XGBoost,1,0.37055837563451777
S4_Stream,NETFLOW,M3_IsolationForest,1,0.7046632124352331
S4_Stream,NETFLOW,M1_LogisticRegression,2,0.6031746031746031
S4_Stream,NETFLOW,M2_XGBoost,2,0.3785900783289817
S4_Stream,NETFLOW,M3_IsolationForest,2,0.6902423051735429
S4_Stream,NETFLOW,M1_LogisticRegression,3,0.5967042497831744
S4_Stream,NETFLOW,M2_XGBoost,3,0.34047919293820933
S4_Stream,NETFLOW,M3_IsolationForest,3,0.7096774193548387
S4_Stream,NETFLOW,M1_LogisticRegression,4,0.6050847457627119
S4_Stream,NETFLOW,M2_XGBoost,4,0.371571072319202
S4_Stream,NETFLOW,M3_IsolationForest,4,0.7204094689699296
S4_Stream,NETFLOW,M1_LogisticRegression,5,0.5887445887445888
S4_Stream,NETFLOW,M2_XGBoost,5,0.3778337531486146
S4_Stream,NETFLOW,M3_IsolationForest,5,0.7269255251432208
S4_Stream,NETFLOW,M1_LogisticRegression,6,0.5868995633187772
S4_Stream,NETFLOW,M2_XGBoost,6,0.36553524804177545
S4_Stream,NETFLOW,M3_IsolationForest,6,0.6850756081525312
S4_Stream,NETFLOW,M1_LogisticRegression,7,0.5837651122625216
S4_Stream,NETFLOW,M2_XGBoost,7,0.34465408805031444
S4_Stream,NETFLOW,M3_IsolationForest,7,0.711340206185567
S4_Stream,NETFLOW,M1_LogisticRegression,8,0.6079447322970639
S4_Stream,NETFLOW,M2_XGBoost,8,0.3726235741444867
S4_Stream,NETFLOW,M3_IsolationForest,8,0.717948717948718
S4_Stream,NETFLOW,M1_LogisticRegression,9,0.5855777584708949
